sentence	paragraph	Alatopiikki	kommentti	textid	indicatorword	indicator.deprel	headverb_lemma	headverb_person	words_total	kokoteksti
Asuin omassa asunnossa asuntolan sijaan, koska menin vaihtoon vaimoni kanssa.	Asuin omassa asunnossa asuntolan sijaan, koska menin vaihtoon vaimoni kanssa. Asuntoloissa asuessaan toki tapaa reippaasti enemmän kanssa opiskelijoita, mutta jos kaipaa enemmän omaa rauhaa ja hiljaisuutta suosittelen tarkastamaan yksityiset asuntovaihtoehdot. Omassa tapauksessani kahden ihmisen asumistuilla (420€) ja muutamalla kympin omalla panostuksella löytyi erinomainen valmiiksi sisustettu asunto Spilberkin linnan alta 5 minuutin kävelymatkan päässä keskustasta. Yhdenkin ihmisen tuilla löytynee esim. mukava huone jaetusta kämpästä keskusta. Asuntoja ilman välittäjää voi katsella sivustolta bezrealitky (bezrealitky.cz). Sivusto on tšekin kielinen, mutta esimerkiksi Google translaten avulla sen käyttäminen onnistuu mukavasti. Ilman välittäjää tosin voi olla hankalaa kommunikoida sillä suuri osa vuokranantajista puhuu englantia huonosti tai ei lainkaan. Lisäksi kannattaa olla varuillaan sivulla tarjottujen asuntojen suhteen sillä liikkeellä on jonkin verran huijauksiakin. Huijaukset paljastuu usein helposti tekemällä googlehaun (reverse image search) asunnonkuvilla. Huijarit saattavat myös pyytää maksamaan etukäteen jonkin summan ennen kuin asuntoa pääsee edes näkemään. Näiden seikkojen vuoksi suosittelenkin välittäjän käyttämistä. Välittäjän käyttäminen maksaa yleensä n. 1kk vuokran verran. Hinta saattaa kuulostaa kovalta, mutta toisaalta asiointi sujuu hyvin englanniksi ja asunnosta saa kyseltyä tarpeelliset tiedot helposti. Esimerkiksi city real estate tarjoaa myös apua koko asumisen ajaksi niin asuntoon liittyvissä ongelmissa kuin muissakin asioissa.			752	asua	root	asua	Sing.1	188	https://puolukka.uta.fi/jhout/analyzer/index.php?id=752
Asuimme kaupungin laidalla vaihtaritalossa nimeltä Avant Garde, jossa asui pari sataa vaihtaria ympäri maailmaa.	Asuimme kaupungin laidalla vaihtaritalossa nimeltä Avant Garde, jossa asui pari sataa vaihtaria ympäri maailmaa. Rakennus itsessään odotteli purkutuomiota, vaikka lähes viikottain rakennuksessa maalailtiin seiniä tai ovia tai jotain muuta. Tämä tuntui toisaalta olevan vain paikan pahimpien puolten piilottelua. Huoneet olivat kuitenkin siedettävät omine vessoineen ja suihkuineen ja lisäksi paikan muihin vaihtareihin oli helppo tutustua ja kavereita sai nopeasti. Vuokra oli 350 euroa, joka ei ole erityisen halpa ainakaan paikallisten mukaan. Keskustan läheltäkin voisi saada samaan hintaan huoneen, mutta ongelma meidän kohdallamme oli vain kolmen kuukauden vaihtoaika.			31	asua	root	asua	Plur.1	86	https://puolukka.uta.fi/jhout/analyzer/index.php?id=31
Asuin elokuun lopusta marraskuun loppuun Araraquaran keskustassa sijaitsevassa kerrostaloasunnossa, jossa lisäkseni asui neljä brasilialaista tyttöä.	Asuin elokuun lopusta marraskuun loppuun Araraquaran keskustassa sijaitsevassa kerrostaloasunnossa, jossa lisäkseni asui neljä brasilialaista tyttöä. Sain oman huoneen, joten vuokrani oli korkeampi kuin muiden tyttöjen, jotka jakoivat kaksi muuta asunnon makuuhuonetta keskenään. Vuokra oli kohtuullisen edullinen (opintotuen jälkeen jäi rahaa käteen joten vuokrat eivät luonnollisesti ole mitään Suomen hintatasoa), mutta asunnossa oli jonkin verran ongelmia. Kerrostalossa tehtiin putkiremonttia koko siellä olemiseni ajan. Useampaan kertaan ei tullut vettä tunteihin tai viemärit eivät vetäneet ollenkaan. Muuten asunto oli kunnossa.			88	asua	root	asua	Sing.1	77	https://puolukka.uta.fi/jhout/analyzer/index.php?id=88
Asuin yliopiston legendaarisen päärakennuksen V-siivessä, kansainvälisille opiskelijoille tarkoitetussa asuntolassa.	Asuin yliopiston legendaarisen päärakennuksen V-siivessä, kansainvälisille opiskelijoille tarkoitetussa asuntolassa. Asuntola oli maksuton, mikä auttoi vaihdon raha-asioiden järjestelyssä paljon. Nettiyhteys asuntolassa toimi vaihtelevasti, ja yhteyden nopeudesta riippuen sen hinta oli parista eurosta noin kymmeneen euroon. Vaikka asuntolan kunto ja siisteys olivat suomalaisiin standardeihin verrattuna vaatimattomat, asuminen oli kuitenkin loppujen lopuksi ihan mukavaa. Minulla oli oma huone, johon kuului seinänaapurin kanssa yhteinen kylpyhuone sekä useamman naapurin kanssa yhteinen kerroskeittiö. Keittiössä laitoin kuitenkin vain satunnaisesti ruokaa, sillä alakerran ruokalaista sai ympäri vuorokauden kokonaisia aterioita aika edullisesti. Vaikka asuinrakennuksesta löytyi monenlaisia käteviä palveluita kuten elintarvikekioskeja, kampaaja ja kirjakauppa, oli isompien ostosten tekeminen edullisempaa parin kilometrin päässä sijaitsevassa marketissa.			812	asua	root	asua	Sing.1	104	https://puolukka.uta.fi/jhout/analyzer/index.php?id=812
Asuminen: Vuokrasin huoneen yliopiston omista asuntoloista.	Asuminen: Vuokrasin huoneen yliopiston omista asuntoloista. Jokaisella oli oma vessa ja suihku, mutta keittiö oli yhteinen. Huone oli kooltaan 15 neliömetriä, vuokra 407 euroa kuussa (siihen sisältyi vesi ja sähkö). Tykkäsin kyseisestä asumismuodosta paljon, sain parhaimmat ystävät juuri sen kautta. Asuntolat ovat suunnattuja vaihto-opiskelijoille ja oman kerroksen ja muidenkin rakennusten ihmisistä saa oikeasti todella hyviä kavereita ympäri maailmaa, etenkin kun keittiö on yhteinen ja siellä tulee hengailtua monet illat. Asuntolat ovat myös hyvällä sijainnilla, viiden minuutin kävelymatkan päässä mm. leffateatterista, ruokakaupasta ja salista, pyörällä pääsee reilussa kymmenessä minuutissa keskustaan. Ainoa haittapuoli (mutta toisaalta myös ihan positiivinen juttu) on se, että asuntolat sijaitsevat todella lähellä myös katua, joka on täynnä baareja ja muita illanviettopaikkoja, ja viikonloppuisin ihmisten pitämä melu voi tuntua häiritsevältä (mutta ei suinkaan ylitsepääsemättömältä ja itse olen aika herkkä metelille, korvatulpat pelastavat pahimmilta kerroilta!) Suosittelen siis ehdottomasti asumista yliopiston asuntoloissa, kannattaa varmistaa paikka nopeasti, sillä kysyntä on suuri.			71	asua	root	asua	--	149	https://puolukka.uta.fi/jhout/analyzer/index.php?id=71
Vaihtoni aikana asuin Grandmontin asuntolassa.	Vaihtoni aikana asuin Grandmontin asuntolassa. Asuntolasta jäi erittäin positiivinen kokemus, suosittelen! 9 neliön huoneeseeni mahtui sängyn ja kirjoituspöydän lisäksi oma jääkaappi, oma suihku ja oma vessa. Nuo vähäiset neliöt oli erinomaisesti järjestetty, ja kaappitilaakin oli enemmän kuin tarvitsin. Ainoastaan keittiö jaettiin 11 asunnon kesken. Ranskalaiset kämppikseni tykkäsivät laittaa ruokaa, mutteivät olleet kovin siistejä. Kuulemma samaa ongelmaa ei ollut kaikilla käytävillä... Hinta–laatu-suhde oli siis oikein hyvä: vajaan 250 € vuokraan kuuluivat myös sähkö, vesi ja internet sekä 24/7 päivystys A-rakennuksessa (mm. ilmainen ovenavauspalvelu: kerran onnistuin jättämään avaimeni huoneeseeni kokkaillessani keittiössä, kun tuulenpuuska paiskasi raollaan olleen oveni kiinni).			557	asua	root	asua	Sing.1	97	https://puolukka.uta.fi/jhout/analyzer/index.php?id=557
Saavuttuani Buenos Airesiin asuin ensimmäisen viikon hostellissa.	Saavuttuani Buenos Airesiin asuin ensimmäisen viikon hostellissa. Tämän aikana sain paikallisen ystäväni kautta järjestettyä itseni asumaan kimppakämppään argentiinalaisen valokuvaajan kanssa. Asunto sijaitsi Barrio Nortessa, Abaston ja Recoletan naapurustojen tuntumassa. Yleisesti ottaen naapurustojen rajat ovat häilyviä, ja alueiden turvallisuus saattaa vaihdella jopa kaduittain. Suositeltavia asuinalueita ovat muun muassa Palermo kokonaisuudessaan, Recoleta ja Villa Crespo. Naapurustoista kannattaa ottaa selvää ennen suurempia tutkimusmatkoja, sillä osassa saa olla tarkkana jopa päiväsaikaan. Oma taloyhtiöni ja Avenida Sta Fen läheisyys olivat hyviä, mutta yöaikaan läheinen Abasto synnytti toisinaan pieniä kuumotuksia. Sikäli oma asuinalue kannattaa valita tarkkaan ottaen huomioon, että osa yliopiston kursseista järjestetään illalla ja koulumatka saattaa kestää toista tuntia. Omassa tapauksessani saavuin yliopistolta kotiin lähes aina keskiyöllä.			44	asua	root	asua	Sing.1	8	https://puolukka.uta.fi/jhout/analyzer/index.php?id=44
Asuin kymmenen neliömetrin asunnossa, jossa oli oma vessa.	Asuin kymmenen neliömetrin asunnossa, jossa oli oma vessa. Keittiö oli kuitenkin jaettava viiden muun henkilön kesken. Asunnon suurin etu oli se, että se sijaitsi aivan yliopiston vieressä. Kuitenkin esimerkiksi keittiön siisteystasossa oli parantamisen varaa. Voisin sanoa, että asunto palveli hyvin yhden lukukauden ajan, sillä vuokra oli myös kohtuullinen. Suosittelen soluasumista jokaiselle vaihtoon lähtevälle, sillä silloin asunnot sijaitsevat yleensä yliopiston lähellä ja tapahtumista pysyy hyvin perillä, kun vieressä asuu sekä paikallisia opiskelijoita että muita vaihtareita.			688	asua	root	asua	Sing.1	74	https://puolukka.uta.fi/jhout/analyzer/index.php?id=688
Asuntolakseni määräytyi JC, eli kampuksen perimmäisessä nurkassa oleva 7-10 hengen asunnoista koostuvat rakennus.	Asuntolakseni määräytyi JC, eli kampuksen perimmäisessä nurkassa oleva 7-10 hengen asunnoista koostuvat rakennus. Jaoin kämppäni ja sähkölaskuni siis yhdeksän muun naisopiskelijan kanssa. Huoneessanikin oli toinen tyttö, jonka kanssa elo sujui suhteellisen vaivattomasti melko erilaisista vuorokausirytmeistä ja kielimuurista huolimatta. Asuminen oli todella edullista verrattuna Suomen hintatasoon, vaikka yksityisyydestä joutuikin tinkimään. Vaikka ensin ajatus yhdeksästä kämppäkaverista kauhistutti, loppupeleissä ratkaisu oli kuitenkin enemmän positiivinen kuin negatiivinen. Paikallisiin pääsi tutustumaan eri tavalla kuin muissa asuntoloissa olleiden kahden hengen huoneiden kautta, yhteisistä pelisäännöistä (mm. siivousvuoroista) onnistuttiin pitämään melko hyvin kiinni ja lähes aina oli seuraa, jos sitä tarvitsi. Sain muutamasta kämppiksestäni todella hyviä ystäviä, ja olemmekin nähneet myös vaihtovuoteni jälkeen, vaikka asummekin eri maissa. Asunnon plussaksi täytyy sanoa myös iso parveke ja keittiö, sekä pyykinpesumahdollisuudet. Miinusta taas tulee todella kylmästä ilmasta talvisin, sillä lämmitystä ei ole erillistä patteria lukuun ottamatta, ja yksinkertaiset ikkunat pitävät huolta siitä, ettei sisälämpötila pääse nousemaan ulkoilman lämpötilaa korkeammaksi. Nukuinkin kylmimpinä kuukausina kuumavesipullo peiton alla.			405	asun#tola	nmod	määräytyä	Sing.3	154	https://puolukka.uta.fi/jhout/analyzer/index.php?id=405
Jos asunnonhausta haluaa päästä helpolla, voi asuntoa hakea Studentenwerk Potsdamin kautta.	Jos asunnonhausta haluaa päästä helpolla, voi asuntoa hakea Studentenwerk Potsdamin kautta. Itse harkitsin myös muuttoa Berliiniin, mutta päädyin lopulta lähettämään asuntohakemuksen Studentenwerkille. Asunnon sai melko nopeasti hakuajan päätyttyä. Asuntotoimistolla pyritään myös ottamaan huomioon millä yliopiston kolmesta kampuksesta opiskelet, jotta asunto olisi mahdollisimman lähellä kyseistä kampusta. Kauppa- ja hallintotieteet sijaitsevat Babelsbergin eli toisin sanoen Griebnitzseen kampuksella aivan Berliinin länsirajalla. Itse sainkin asuntoni aivan kampuksen läheltä Park Babelsbergistä. Jos aikoo kuitenkin tehdä pääasiassa saksan kielen kursseja, kannattaa asuntoa katsella Neues Palaisin pääkampuksen läheltä.			692	asunto#haku	nmod	hakea	--	81	https://puolukka.uta.fi/jhout/analyzer/index.php?id=692
Olisin saanut paikalliselta opiskelija-asuntosäätiöltä asunnon, mutta sain siitä tiedon niin myöhään, että olin jo ehtinyt hankkia huoneen kimppakämpästä yksityisiltä vuokramarkkinoilta.	Olisin saanut paikalliselta opiskelija-asuntosäätiöltä asunnon, mutta sain siitä tiedon niin myöhään, että olin jo ehtinyt hankkia huoneen kimppakämpästä yksityisiltä vuokramarkkinoilta. Löysin kimppakämpän Facebook-ryhmän kautta selailemalla useita eri asuntoilmoituksia. Asuin kahden ranskalaisen kanssa. Loppujen lopuksi asunto oli helppo löytää, mutta en vuokraisi enää asuntoa näkemättä sitä etukäteen. Asunto oli nimittäin homeessa, mikä on Keski-Euroopassa hyvin yleistä. Asuin siinä kuukauden ja hankin sitten uuden asunnon, jälleen yksityisiltä markkinoilta. Uusi asuntonikin oli kimppakämppä ranskalaisten kanssa. Toisen asunnon hankkiminen oli helpompaa, kun olin jo paikan päällä. Kimppakämpässä asuminen sujui hyvin, ja oli mukavaa päästä puhumaan ranskaa kotonakin.			525	opiskelija-asunto#säätiö	nmod	saada	--	93	https://puolukka.uta.fi/jhout/analyzer/index.php?id=525
Yksi Namurin vahvuuksia vaihtokohteena on ehdottomasti se, että lähes poikkeuksetta Erasmus-opiskelijoille järjestetään huone paikallisista opiskelija-asunnoista, joista Belgialaiset käyttävät nimitystä ” kot ”.	Yksi Namurin vahvuuksia vaihtokohteena on ehdottomasti se, että lähes poikkeuksetta Erasmus-opiskelijoille järjestetään huone paikallisista opiskelija-asunnoista, joista Belgialaiset käyttävät nimitystä ”kot”. Kot’eja sijaitsee ympäri Namuria, mutta suurin osa niistä on yliopiston välittömässä läheisyydessä. Koko asuntosysteemin nimi on ’Kot á Projet’ ja siihen kuuluu 7-10 hengen kimppakämppiä, joissa jokaisella on oma huone mutta wc, suihku ja keittiö ovat yhteiset. Nimitys juontaa siitä, että jokaisella kot’lla on oma ”projekti” tai tehtävä ja sen mukainen nimi. Oma kot’ni esimerkiksi oli Eurokot ja sen jäsenten vastuulla oli juurikin Erasmus-opiskelijoista huolehtiminen. Asunnon saamisesta Namurissa ei siis tarvitse murehtia! Yhteisessä keittiössä on käytettävissä kaikki perustarvikkeet ja astiat. Huone, josta löytyy sänky, kirjahylly, työpöytä sekä lavuaari ja pieni peili maksaa opiskelijaystävälliseti noin 250-260 euroa kuukaudessa ja sisältää Internet-yhteyden. Oma kaapeli kannattaa ottaa mukaan! Suomalaista terveysviranomaista saattaisi ainakin Eurokotin suihkutilan tai keittiön kunto hirvittää, mutta belgialaiset eivät ole siisteyden (tai kosteusvaurioiden) suhteen turhan tarkkoja.. Itse suhteellisen siistinä ihmisenä jaksoin kauhistella asiaa aikani, mutta tilanteeseen tottui tai ainakin sitä oppi sietämään. Kannattaa keskittyä positiivisiin puoliin! Muutoin elinkustannukset, ruoka ym. ovat samaa hintatasoa kuin Suomessa. Yksi kuluerä on pyykkien peseminen, jonka joutuu tekemään itsepalvelupesuloissa. Vain olut on halpaa.			79	opiskelija-asunto	nmod	se	--	190	https://puolukka.uta.fi/jhout/analyzer/index.php?id=79
Minulla kävi hyvä tuuri asumisen kanssa, sillä minua odotti asunto valmiina Sevillassa.	Minulla kävi hyvä tuuri asumisen kanssa, sillä minua odotti asunto valmiina Sevillassa. Löysin muutaman tytön, jotka olivat olleet Sevillassa jo ensimmäisen lukukauden ja he etsivät uutta kämppistä. Kannattaa siis liittyä Facebookin Erasmus Sevilla ryhmiin jo hyvissä ajoin ja seurata ilmoituksia. Vuokrataso on Sevillassa erittäin edullinen. Vertailun vuoksi, asuin itse neljän makuuhuoneen tilavassa asunnossa hyvällä sijainnilla lähellä metroa ja vuokramme oli 225e per asukas. Toki kannattaa ottaa huomioon, että sähkö ja kaasu ovat todella kalliita Espanjassa ja niihin saattoikin mennä n. 40e kuussa. Toinen hyvä tapa löytää asunto on vierailla Roommates Sevilla organisaation toimistossa ja hakea asuntoa sieltä. Usein asunnon saa jo samana päivänä. Toinen organisaatio on Roomsevilla, jolla on myös paljon asuntoja tarjolla, mutta monilla on ollut ongelmia saada takuuvuokra takaisin, joten suosittelen hankkimaan asunnon jotakin muuta kautta. Kaupungissa on todella paljon tyhjillään olevia asuntoja, joista ilmoitetaan parvekkeilla olevin kyltein. Jos kielitaitosi on tarpeeksi hyvä, voit soitella suoraan ilmoituksissa oleviin numeroihin ja kysellä näyttöä. Kaikilla kavereillani onnistui asunnon saanti kuitenkin erittäin hyvin, joten siitä ei kannata stressata.			225	asua	nmod	käydä	Sing.3	167	https://puolukka.uta.fi/jhout/analyzer/index.php?id=225
Monet Dameissa olevat vaihtarit varmasti kertovat asumiskokemuksistaan Uilenstede:n kampuksella, mutta minä vuorostani asuin vaihto kevääni The Student Hotellissa, ja voin suositella tätä paikkaa todella lämpimästi( lisä infoa siitä haluaville; http: / / www.thestudenthotel.com/ amsterdam) .	Monet Dameissa olevat vaihtarit varmasti kertovat asumiskokemuksistaan Uilenstede:n kampuksella, mutta minä vuorostani asuin vaihto kevääni The Student Hotellissa, ja voin suositella tätä paikkaa todella lämpimästi (lisä infoa siitä haluaville; http://www.thestudenthotel.com/amsterdam). Paikka sijaitsee lähellä keskustaa, huoneet ovat uusia, siistejä ja kaikilla mukavuuksilla varustettu, ainoastaan keittiö jaetaan samalla käytävällä asuvien kanssa. Lisäksi saat käyttöösi oman pyörän, ja ”hotelissa” on myös oma baari/ravintola, kirjasto ja kuntosali sekä iso ”olohuone” mistä löytyy biljardipöydät ym. ja nämä ovat kaikki asukkaiden vapaassa käytössä. The Student Hotellilla on todella rento meininki, paljon nuoria, aina vaihtareista paikallisiin opiskelijoihin, sekä paljon internshippiä tekeviä. Mahtava mahdollisuus siis tutustua muihinkin kun omiin koulu/vaihtari tyyppeihin. :) Vaikka vuokra hinta onkin melko suolainen kyseisessä paikassa, koin itse saavani rahalleni paljon vastinetta. Asuminen siellä oli todella helppoa ja vaivatonta. Verraten siihen mitä näin, kuulin ja itse koin, niin asunnot yliopiston kautta eivät myöskään ole mitään super edullisia ja niiden kuntokin nyt oli mitä oli, lisäksi itselleni jäi todella huono ja epämiellyttävä kuva DUWO:sta, tämä organisaatio vastaa yliopiston kautta hankituista asuntojärjestelyistä. Asiat eivät toimineet mitenkään helpolla ja tuntui, että kaikesta yritettiin vetää rahaa välistä. Itse asuin nimittäin ensimmäisen kuukauteni DUWON tarjoamassa asunnossa, joka oli täynnä hometta, pölyä, käytännössä mikään asunnossa ei toiminut mm. kaasulämmitys oli pahasti rikki ja sieltä vuosi kaasua huoneistoon… Monen väännön jälkeen, sain irtisanottua tämän DUWON kautta saaman asunnon ja muutin The Student Hotelliin.			7	asua#kokemus	nmod	kertoa	Plur.3	225	https://puolukka.uta.fi/jhout/analyzer/index.php?id=7
